OrderID,EmployeeID,FirstName,LastName,TerritoryDescription,RegionDescription,CustomerID,CustomerName,CustomerContact,ProductID,ProductName,CategoryID,CategoryName,sell_price,Quantity,QuantityPerUnit,SupplierID,supplier_name,ShipperID,ShipperName
10678,7,Robert,King,Santa Clara                                       ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,12,Queso Manchego La Pastora,4,Dairy Products,38,100,10 - 500 g pkgs.,5,Oviedo,3,Federal Shipping
10335,7,Robert,King,Menlo Park                                        ,Westerns                                          ,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,2,Chang,1,Beverages,15.2,7,24 - 12 oz bottles,1,London,2,United Package
10308,7,Robert,King,Santa Monica                                      ,Westerns                                          ,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,70,Outback Lager,1,Beverages,12,5,24 - 355 ml bottles,7,Melbourne,3,Federal Shipping
10550,7,Robert,King,San Francisco                                     ,Westerns                                          ,GODOS,Godos Cocina Tpica,Jos Pedro Freyre,19,Teatime Chocolate Biscuits,3,Confections,9.2,10,10 boxes x 12 pieces,8,Manchester,3,Federal Shipping
10659,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,QUEEN,Queen Cozinha,Lcia Carvalho,70,Outback Lager,1,Beverages,15,40,24 - 355 ml bottles,7,Melbourne,2,United Package
10512,7,Robert,King,San Francisco                                     ,Westerns                                          ,FAMIA,Familia Arquibaldo,Aria Cruz,24,Guaran Fantstica,1,Beverages,4.5,10,12 - 355 ml cans,10,So Paulo,2,United Package
10695,7,Robert,King,Denver                                            ,Westerns                                          ,WILMK,Wilman Kala,Matti Karttunen,12,Queso Manchego La Pastora,4,Dairy Products,38,4,10 - 500 g pkgs.,5,Oviedo,1,Speedy Express
10958,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,OCEAN,Ocano Atlntico Ltda.,Yvonne Moncada,5,Chef Anton's Gumbo Mix,2,Condiments,21.35,20,36 boxes,2,New Orleans,2,United Package
10923,7,Robert,King,Hoffman Estates                                   ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,14,10,32 - 1 kg pkgs.,20,Singapore,3,Federal Shipping
10458,7,Robert,King,San Francisco                                     ,Westerns                                          ,SUPRD,Suprmes dlices,Pascale Cartrain,71,Flotemysost,4,Dairy Products,17.2,50,10 - 500 g pkgs.,15,Sandvika,3,Federal Shipping
10678,7,Robert,King,Hoffman Estates                                   ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,33,Geitost,4,Dairy Products,2.5,30,500 g,15,Sandvika,3,Federal Shipping
10335,7,Robert,King,Campbell                                          ,Westerns                                          ,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,2,Chang,1,Beverages,15.2,7,24 - 12 oz bottles,1,London,2,United Package
10308,7,Robert,King,San Francisco                                     ,Westerns                                          ,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,70,Outback Lager,1,Beverages,12,5,24 - 355 ml bottles,7,Melbourne,3,Federal Shipping
10550,7,Robert,King,Santa Clara                                       ,Westerns                                          ,GODOS,Godos Cocina Tpica,Jos Pedro Freyre,19,Teatime Chocolate Biscuits,3,Confections,9.2,10,10 boxes x 12 pieces,8,Manchester,3,Federal Shipping
10659,7,Robert,King,Menlo Park                                        ,Westerns                                          ,QUEEN,Queen Cozinha,Lcia Carvalho,70,Outback Lager,1,Beverages,15,40,24 - 355 ml bottles,7,Melbourne,2,United Package
10512,7,Robert,King,Santa Clara                                       ,Westerns                                          ,FAMIA,Familia Arquibaldo,Aria Cruz,24,Guaran Fantstica,1,Beverages,4.5,10,12 - 355 ml cans,10,So Paulo,2,United Package
10695,7,Robert,King,Santa Monica                                      ,Westerns                                          ,WILMK,Wilman Kala,Matti Karttunen,12,Queso Manchego La Pastora,4,Dairy Products,38,4,10 - 500 g pkgs.,5,Oviedo,1,Speedy Express
10958,7,Robert,King,Chicago                                           ,Westerns                                          ,OCEAN,Ocano Atlntico Ltda.,Yvonne Moncada,7,Uncle Bob's Organic Dried Pears,7,Produce,30,6,12 - 1 lb pkgs.,3,Ann Arbor,2,United Package
10923,7,Robert,King,Denver                                            ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,14,10,32 - 1 kg pkgs.,20,Singapore,3,Federal Shipping
10458,7,Robert,King,Santa Clara                                       ,Westerns                                          ,SUPRD,Suprmes dlices,Pascale Cartrain,71,Flotemysost,4,Dairy Products,17.2,50,10 - 500 g pkgs.,15,Sandvika,3,Federal Shipping
10695,7,Robert,King,Menlo Park                                        ,Westerns                                          ,WILMK,Wilman Kala,Matti Karttunen,12,Queso Manchego La Pastora,4,Dairy Products,38,4,10 - 500 g pkgs.,5,Oviedo,1,Speedy Express
10958,7,Robert,King,Denver                                            ,Westerns                                          ,OCEAN,Ocano Atlntico Ltda.,Yvonne Moncada,7,Uncle Bob's Organic Dried Pears,7,Produce,30,6,12 - 1 lb pkgs.,3,Ann Arbor,2,United Package
10923,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,14,10,32 - 1 kg pkgs.,20,Singapore,3,Federal Shipping
10458,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,SUPRD,Suprmes dlices,Pascale Cartrain,71,Flotemysost,4,Dairy Products,17.2,50,10 - 500 g pkgs.,15,Sandvika,3,Federal Shipping
10678,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,33,Geitost,4,Dairy Products,2.5,30,500 g,15,Sandvika,3,Federal Shipping
10335,7,Robert,King,Hoffman Estates                                   ,Westerns                                          ,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,31,Gorgonzola Telino,4,Dairy Products,10,25,12 - 100 g pkgs,14,Ravenna,2,United Package
10308,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,70,Outback Lager,1,Beverages,12,5,24 - 355 ml bottles,7,Melbourne,3,Federal Shipping
10550,7,Robert,King,Chicago                                           ,Westerns                                          ,GODOS,Godos Cocina Tpica,Jos Pedro Freyre,21,Sir Rodney's Scones,3,Confections,10,6,24 pkgs. x 4 pieces,8,Manchester,3,Federal Shipping
10659,7,Robert,King,Santa Clara                                       ,Westerns                                          ,QUEEN,Queen Cozinha,Lcia Carvalho,70,Outback Lager,1,Beverages,15,40,24 - 355 ml bottles,7,Melbourne,2,United Package
10512,7,Robert,King,Chicago                                           ,Westerns                                          ,FAMIA,Familia Arquibaldo,Aria Cruz,46,Spegesild,8,Seafood,12,9,4 - 450 g glasses,21,Lyngby,2,United Package
10695,7,Robert,King,Campbell                                          ,Westerns                                          ,WILMK,Wilman Kala,Matti Karttunen,12,Queso Manchego La Pastora,4,Dairy Products,38,4,10 - 500 g pkgs.,5,Oviedo,1,Speedy Express
10958,7,Robert,King,Santa Monica                                      ,Westerns                                          ,OCEAN,Ocano Atlntico Ltda.,Yvonne Moncada,7,Uncle Bob's Organic Dried Pears,7,Produce,30,6,12 - 1 lb pkgs.,3,Ann Arbor,2,United Package
10923,7,Robert,King,Menlo Park                                        ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,14,10,32 - 1 kg pkgs.,20,Singapore,3,Federal Shipping
10497,7,Robert,King,Chicago                                           ,Westerns                                          ,LEHMS,Lehmanns Marktstand,Renate Messner,56,Gnocchi di nonna Alice,5,Grains/Cereals,30.4,14,24 - 250 g pkgs.,26,Salerno,1,Speedy Express
10678,7,Robert,King,Menlo Park                                        ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,33,Geitost,4,Dairy Products,2.5,30,500 g,15,Sandvika,3,Federal Shipping
10335,7,Robert,King,Denver                                            ,Westerns                                          ,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,31,Gorgonzola Telino,4,Dairy Products,10,25,12 - 100 g pkgs,14,Ravenna,2,United Package
10319,7,Robert,King,Chicago                                           ,Westerns                                          ,TORTU,Tortuga Restaurante,Miguel Angel Paolino,17,Alice Mutton,6,Meat/Poultry,31.2,8,20 - 1 kg tins,7,Melbourne,3,Federal Shipping
10550,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,GODOS,Godos Cocina Tpica,Jos Pedro Freyre,21,Sir Rodney's Scones,3,Confections,10,6,24 pkgs. x 4 pieces,8,Manchester,3,Federal Shipping
10666,7,Robert,King,Hoffman Estates                                   ,Westerns                                          ,RICSU,Richter Supermarkt,Michael Holz,29,Thringer Rostbratwurst,6,Meat/Poultry,123.79,36,50 bags x 30 sausgs.,12,Frankfurt,2,United Package
10512,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,FAMIA,Familia Arquibaldo,Aria Cruz,46,Spegesild,8,Seafood,12,9,4 - 450 g glasses,21,Lyngby,2,United Package
10695,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,WILMK,Wilman Kala,Matti Karttunen,12,Queso Manchego La Pastora,4,Dairy Products,38,4,10 - 500 g pkgs.,5,Oviedo,1,Speedy Express
10958,7,Robert,King,San Francisco                                     ,Westerns                                          ,OCEAN,Ocano Atlntico Ltda.,Yvonne Moncada,7,Uncle Bob's Organic Dried Pears,7,Produce,30,6,12 - 1 lb pkgs.,3,Ann Arbor,2,United Package
10923,7,Robert,King,Campbell                                          ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,14,10,32 - 1 kg pkgs.,20,Singapore,3,Federal Shipping
10497,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,LEHMS,Lehmanns Marktstand,Renate Messner,56,Gnocchi di nonna Alice,5,Grains/Cereals,30.4,14,24 - 250 g pkgs.,26,Salerno,1,Speedy Express
10678,7,Robert,King,Campbell                                          ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,33,Geitost,4,Dairy Products,2.5,30,500 g,15,Sandvika,3,Federal Shipping
10335,7,Robert,King,Santa Monica                                      ,Westerns                                          ,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,31,Gorgonzola Telino,4,Dairy Products,10,25,12 - 100 g pkgs,14,Ravenna,2,United Package
10319,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,TORTU,Tortuga Restaurante,Miguel Angel Paolino,17,Alice Mutton,6,Meat/Poultry,31.2,8,20 - 1 kg tins,7,Melbourne,3,Federal Shipping
10550,7,Robert,King,Menlo Park                                        ,Westerns                                          ,GODOS,Godos Cocina Tpica,Jos Pedro Freyre,21,Sir Rodney's Scones,3,Confections,10,6,24 pkgs. x 4 pieces,8,Manchester,3,Federal Shipping
10666,7,Robert,King,Denver                                            ,Westerns                                          ,RICSU,Richter Supermarkt,Michael Holz,29,Thringer Rostbratwurst,6,Meat/Poultry,123.79,36,50 bags x 30 sausgs.,12,Frankfurt,2,United Package
10512,7,Robert,King,Menlo Park                                        ,Westerns                                          ,FAMIA,Familia Arquibaldo,Aria Cruz,46,Spegesild,8,Seafood,12,9,4 - 450 g glasses,21,Lyngby,2,United Package
10695,7,Robert,King,Chicago                                           ,Westerns                                          ,WILMK,Wilman Kala,Matti Karttunen,24,Guaran Fantstica,1,Beverages,4.5,20,12 - 355 ml cans,10,So Paulo,1,Speedy Express
10958,7,Robert,King,Santa Clara                                       ,Westerns                                          ,OCEAN,Ocano Atlntico Ltda.,Yvonne Moncada,7,Uncle Bob's Organic Dried Pears,7,Produce,30,6,12 - 1 lb pkgs.,3,Ann Arbor,2,United Package
10923,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,14,10,32 - 1 kg pkgs.,20,Singapore,3,Federal Shipping
10497,7,Robert,King,Menlo Park                                        ,Westerns                                          ,LEHMS,Lehmanns Marktstand,Renate Messner,56,Gnocchi di nonna Alice,5,Grains/Cereals,30.4,14,24 - 250 g pkgs.,26,Salerno,1,Speedy Express
10678,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,33,Geitost,4,Dairy Products,2.5,30,500 g,15,Sandvika,3,Federal Shipping
10335,7,Robert,King,San Francisco                                     ,Westerns                                          ,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,31,Gorgonzola Telino,4,Dairy Products,10,25,12 - 100 g pkgs,14,Ravenna,2,United Package
10319,7,Robert,King,Menlo Park                                        ,Westerns                                          ,TORTU,Tortuga Restaurante,Miguel Angel Paolino,17,Alice Mutton,6,Meat/Poultry,31.2,8,20 - 1 kg tins,7,Melbourne,3,Federal Shipping
10550,7,Robert,King,Campbell                                          ,Westerns                                          ,GODOS,Godos Cocina Tpica,Jos Pedro Freyre,21,Sir Rodney's Scones,3,Confections,10,6,24 pkgs. x 4 pieces,8,Manchester,3,Federal Shipping
10666,7,Robert,King,Santa Monica                                      ,Westerns                                          ,RICSU,Richter Supermarkt,Michael Holz,29,Thringer Rostbratwurst,6,Meat/Poultry,123.79,36,50 bags x 30 sausgs.,12,Frankfurt,2,United Package
10512,7,Robert,King,Campbell                                          ,Westerns                                          ,FAMIA,Familia Arquibaldo,Aria Cruz,46,Spegesild,8,Seafood,12,9,4 - 450 g glasses,21,Lyngby,2,United Package
10695,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,WILMK,Wilman Kala,Matti Karttunen,24,Guaran Fantstica,1,Beverages,4.5,20,12 - 355 ml cans,10,So Paulo,1,Speedy Express
10958,7,Robert,King,Hoffman Estates                                   ,Westerns                                          ,OCEAN,Ocano Atlntico Ltda.,Yvonne Moncada,72,Mozzarella di Giovanni,4,Dairy Products,34.8,5,24 - 200 g pkgs.,14,Ravenna,2,United Package
10923,7,Robert,King,Chicago                                           ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,43,Ipoh Coffee,1,Beverages,46,10,16 - 500 g tins,20,Singapore,3,Federal Shipping
10497,7,Robert,King,Campbell                                          ,Westerns                                          ,LEHMS,Lehmanns Marktstand,Renate Messner,56,Gnocchi di nonna Alice,5,Grains/Cereals,30.4,14,24 - 250 g pkgs.,26,Salerno,1,Speedy Express
10678,7,Robert,King,Chicago                                           ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,41,Jack's New England Clam Chowder,8,Seafood,9.65,120,12 - 12 oz cans,19,Boston,3,Federal Shipping
10335,7,Robert,King,Santa Clara                                       ,Westerns                                          ,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,31,Gorgonzola Telino,4,Dairy Products,10,25,12 - 100 g pkgs,14,Ravenna,2,United Package
10319,7,Robert,King,Campbell                                          ,Westerns                                          ,TORTU,Tortuga Restaurante,Miguel Angel Paolino,17,Alice Mutton,6,Meat/Poultry,31.2,8,20 - 1 kg tins,7,Melbourne,3,Federal Shipping
10550,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,GODOS,Godos Cocina Tpica,Jos Pedro Freyre,21,Sir Rodney's Scones,3,Confections,10,6,24 pkgs. x 4 pieces,8,Manchester,3,Federal Shipping
10666,7,Robert,King,San Francisco                                     ,Westerns                                          ,RICSU,Richter Supermarkt,Michael Holz,29,Thringer Rostbratwurst,6,Meat/Poultry,123.79,36,50 bags x 30 sausgs.,12,Frankfurt,2,United Package
10512,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,FAMIA,Familia Arquibaldo,Aria Cruz,46,Spegesild,8,Seafood,12,9,4 - 450 g glasses,21,Lyngby,2,United Package
10695,7,Robert,King,Menlo Park                                        ,Westerns                                          ,WILMK,Wilman Kala,Matti Karttunen,24,Guaran Fantstica,1,Beverages,4.5,20,12 - 355 ml cans,10,So Paulo,1,Speedy Express
10958,7,Robert,King,Denver                                            ,Westerns                                          ,OCEAN,Ocano Atlntico Ltda.,Yvonne Moncada,72,Mozzarella di Giovanni,4,Dairy Products,34.8,5,24 - 200 g pkgs.,14,Ravenna,2,United Package
10923,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,43,Ipoh Coffee,1,Beverages,46,10,16 - 500 g tins,20,Singapore,3,Federal Shipping
10497,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,LEHMS,Lehmanns Marktstand,Renate Messner,56,Gnocchi di nonna Alice,5,Grains/Cereals,30.4,14,24 - 250 g pkgs.,26,Salerno,1,Speedy Express
10678,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,41,Jack's New England Clam Chowder,8,Seafood,9.65,120,12 - 12 oz cans,19,Boston,3,Federal Shipping
10335,7,Robert,King,Hoffman Estates                                   ,Westerns                                          ,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,32,Mascarpone Fabioli,4,Dairy Products,25.6,6,24 - 200 g pkgs.,14,Ravenna,2,United Package
10319,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,TORTU,Tortuga Restaurante,Miguel Angel Paolino,17,Alice Mutton,6,Meat/Poultry,31.2,8,20 - 1 kg tins,7,Melbourne,3,Federal Shipping
10550,7,Robert,King,Chicago                                           ,Westerns                                          ,GODOS,Godos Cocina Tpica,Jos Pedro Freyre,61,Sirop d'rable,2,Condiments,28.5,10,24 - 500 ml bottles,29,Ste-Hyacinthe,3,Federal Shipping
10666,7,Robert,King,Santa Clara                                       ,Westerns                                          ,RICSU,Richter Supermarkt,Michael Holz,29,Thringer Rostbratwurst,6,Meat/Poultry,123.79,36,50 bags x 30 sausgs.,12,Frankfurt,2,United Package
10512,7,Robert,King,Chicago                                           ,Westerns                                          ,FAMIA,Familia Arquibaldo,Aria Cruz,47,Zaanse koeken,3,Confections,9.5,6,10 - 4 oz boxes,22,Zaandam,2,United Package
10695,7,Robert,King,Campbell                                          ,Westerns                                          ,WILMK,Wilman Kala,Matti Karttunen,24,Guaran Fantstica,1,Beverages,4.5,20,12 - 355 ml cans,10,So Paulo,1,Speedy Express
10958,7,Robert,King,Santa Monica                                      ,Westerns                                          ,OCEAN,Ocano Atlntico Ltda.,Yvonne Moncada,72,Mozzarella di Giovanni,4,Dairy Products,34.8,5,24 - 200 g pkgs.,14,Ravenna,2,United Package
10923,7,Robert,King,Menlo Park                                        ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,43,Ipoh Coffee,1,Beverages,46,10,16 - 500 g tins,20,Singapore,3,Federal Shipping
10497,7,Robert,King,Chicago                                           ,Westerns                                          ,LEHMS,Lehmanns Marktstand,Renate Messner,72,Mozzarella di Giovanni,4,Dairy Products,27.8,25,24 - 200 g pkgs.,14,Ravenna,1,Speedy Express
10678,7,Robert,King,Menlo Park                                        ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,41,Jack's New England Clam Chowder,8,Seafood,9.65,120,12 - 12 oz cans,19,Boston,3,Federal Shipping
10335,7,Robert,King,Denver                                            ,Westerns                                          ,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,32,Mascarpone Fabioli,4,Dairy Products,25.6,6,24 - 200 g pkgs.,14,Ravenna,2,United Package
10319,7,Robert,King,Chicago                                           ,Westerns                                          ,TORTU,Tortuga Restaurante,Miguel Angel Paolino,28,Rssle Sauerkraut,7,Produce,36.4,14,25 - 825 g cans,12,Frankfurt,3,Federal Shipping
10550,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,GODOS,Godos Cocina Tpica,Jos Pedro Freyre,61,Sirop d'rable,2,Condiments,28.5,10,24 - 500 ml bottles,29,Ste-Hyacinthe,3,Federal Shipping
10666,7,Robert,King,Hoffman Estates                                   ,Westerns                                          ,RICSU,Richter Supermarkt,Michael Holz,65,Louisiana Fiery Hot Pepper Sauce,2,Condiments,21.05,10,32 - 8 oz bottles,2,New Orleans,2,United Package
10512,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,FAMIA,Familia Arquibaldo,Aria Cruz,47,Zaanse koeken,3,Confections,9.5,6,10 - 4 oz boxes,22,Zaandam,2,United Package
10695,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,WILMK,Wilman Kala,Matti Karttunen,24,Guaran Fantstica,1,Beverages,4.5,20,12 - 355 ml cans,10,So Paulo,1,Speedy Express
10958,7,Robert,King,San Francisco                                     ,Westerns                                          ,OCEAN,Ocano Atlntico Ltda.,Yvonne Moncada,72,Mozzarella di Giovanni,4,Dairy Products,34.8,5,24 - 200 g pkgs.,14,Ravenna,2,United Package
10923,7,Robert,King,Campbell                                          ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,43,Ipoh Coffee,1,Beverages,46,10,16 - 500 g tins,20,Singapore,3,Federal Shipping
10497,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,LEHMS,Lehmanns Marktstand,Renate Messner,72,Mozzarella di Giovanni,4,Dairy Products,27.8,25,24 - 200 g pkgs.,14,Ravenna,1,Speedy Express
10678,7,Robert,King,Campbell                                          ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,41,Jack's New England Clam Chowder,8,Seafood,9.65,120,12 - 12 oz cans,19,Boston,3,Federal Shipping
10335,7,Robert,King,Santa Monica                                      ,Westerns                                          ,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,32,Mascarpone Fabioli,4,Dairy Products,25.6,6,24 - 200 g pkgs.,14,Ravenna,2,United Package
10319,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,TORTU,Tortuga Restaurante,Miguel Angel Paolino,28,Rssle Sauerkraut,7,Produce,36.4,14,25 - 825 g cans,12,Frankfurt,3,Federal Shipping
10550,7,Robert,King,Menlo Park                                        ,Westerns                                          ,GODOS,Godos Cocina Tpica,Jos Pedro Freyre,61,Sirop d'rable,2,Condiments,28.5,10,24 - 500 ml bottles,29,Ste-Hyacinthe,3,Federal Shipping
10666,7,Robert,King,Denver                                            ,Westerns                                          ,RICSU,Richter Supermarkt,Michael Holz,65,Louisiana Fiery Hot Pepper Sauce,2,Condiments,21.05,10,32 - 8 oz bottles,2,New Orleans,2,United Package
10512,7,Robert,King,Menlo Park                                        ,Westerns                                          ,FAMIA,Familia Arquibaldo,Aria Cruz,47,Zaanse koeken,3,Confections,9.5,6,10 - 4 oz boxes,22,Zaandam,2,United Package
10731,7,Robert,King,Chicago                                           ,Westerns                                          ,CHOPS,Chop-suey Chinese,Yang Wang,21,Sir Rodney's Scones,3,Confections,10,40,24 pkgs. x 4 pieces,8,Manchester,1,Speedy Express
10958,7,Robert,King,Santa Clara                                       ,Westerns                                          ,OCEAN,Ocano Atlntico Ltda.,Yvonne Moncada,72,Mozzarella di Giovanni,4,Dairy Products,34.8,5,24 - 200 g pkgs.,14,Ravenna,2,United Package
10923,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,43,Ipoh Coffee,1,Beverages,46,10,16 - 500 g tins,20,Singapore,3,Federal Shipping
10497,7,Robert,King,Menlo Park                                        ,Westerns                                          ,LEHMS,Lehmanns Marktstand,Renate Messner,72,Mozzarella di Giovanni,4,Dairy Products,27.8,25,24 - 200 g pkgs.,14,Ravenna,1,Speedy Express
10678,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,41,Jack's New England Clam Chowder,8,Seafood,9.65,120,12 - 12 oz cans,19,Boston,3,Federal Shipping
10335,7,Robert,King,San Francisco                                     ,Westerns                                          ,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,32,Mascarpone Fabioli,4,Dairy Products,25.6,6,24 - 200 g pkgs.,14,Ravenna,2,United Package
10319,7,Robert,King,Menlo Park                                        ,Westerns                                          ,TORTU,Tortuga Restaurante,Miguel Angel Paolino,28,Rssle Sauerkraut,7,Produce,36.4,14,25 - 825 g cans,12,Frankfurt,3,Federal Shipping
10550,7,Robert,King,Campbell                                          ,Westerns                                          ,GODOS,Godos Cocina Tpica,Jos Pedro Freyre,61,Sirop d'rable,2,Condiments,28.5,10,24 - 500 ml bottles,29,Ste-Hyacinthe,3,Federal Shipping
10666,7,Robert,King,Santa Monica                                      ,Westerns                                          ,RICSU,Richter Supermarkt,Michael Holz,65,Louisiana Fiery Hot Pepper Sauce,2,Condiments,21.05,10,32 - 8 oz bottles,2,New Orleans,2,United Package
10512,7,Robert,King,Campbell                                          ,Westerns                                          ,FAMIA,Familia Arquibaldo,Aria Cruz,47,Zaanse koeken,3,Confections,9.5,6,10 - 4 oz boxes,22,Zaandam,2,United Package
10731,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,CHOPS,Chop-suey Chinese,Yang Wang,21,Sir Rodney's Scones,3,Confections,10,40,24 pkgs. x 4 pieces,8,Manchester,1,Speedy Express
11030,7,Robert,King,Hoffman Estates                                   ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,2,Chang,1,Beverages,19,100,24 - 12 oz bottles,1,London,2,United Package
10923,7,Robert,King,Chicago                                           ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,67,Laughing Lumberjack Lager,1,Beverages,14,24,24 - 12 oz bottles,16,Bend,3,Federal Shipping
10497,7,Robert,King,Campbell                                          ,Westerns                                          ,LEHMS,Lehmanns Marktstand,Renate Messner,72,Mozzarella di Giovanni,4,Dairy Products,27.8,25,24 - 200 g pkgs.,14,Ravenna,1,Speedy Express
10678,7,Robert,King,Chicago                                           ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,54,Tourtire,6,Meat/Poultry,7.45,30,16 pies,25,Montral,3,Federal Shipping
10335,7,Robert,King,Santa Clara                                       ,Westerns                                          ,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,32,Mascarpone Fabioli,4,Dairy Products,25.6,6,24 - 200 g pkgs.,14,Ravenna,2,United Package
10319,7,Robert,King,Campbell                                          ,Westerns                                          ,TORTU,Tortuga Restaurante,Miguel Angel Paolino,28,Rssle Sauerkraut,7,Produce,36.4,14,25 - 825 g cans,12,Frankfurt,3,Federal Shipping
10550,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,GODOS,Godos Cocina Tpica,Jos Pedro Freyre,61,Sirop d'rable,2,Condiments,28.5,10,24 - 500 ml bottles,29,Ste-Hyacinthe,3,Federal Shipping
10666,7,Robert,King,San Francisco                                     ,Westerns                                          ,RICSU,Richter Supermarkt,Michael Holz,65,Louisiana Fiery Hot Pepper Sauce,2,Condiments,21.05,10,32 - 8 oz bottles,2,New Orleans,2,United Package
10512,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,FAMIA,Familia Arquibaldo,Aria Cruz,47,Zaanse koeken,3,Confections,9.5,6,10 - 4 oz boxes,22,Zaandam,2,United Package
10731,7,Robert,King,Menlo Park                                        ,Westerns                                          ,CHOPS,Chop-suey Chinese,Yang Wang,21,Sir Rodney's Scones,3,Confections,10,40,24 pkgs. x 4 pieces,8,Manchester,1,Speedy Express
11030,7,Robert,King,Denver                                            ,Westerns                                          ,SAVEA,Save-a-lot Markets,Jose Pavarotti,2,Chang,1,Beverages,19,100,24 - 12 oz bottles,1,London,2,United Package
10923,7,Robert,King,Colorado Springs                                  ,Westerns                                          ,LAMAI,La maison d-Asie,Annette Roulet,67,Laughing Lumberjack Lager,1,Beverages,14,24,24 - 12 oz bottles,16,Bend,3,Federal Shipping
10497,7,Robert,King,Santa Cruz                                        ,Westerns                                          ,LEHMS,Lehmanns Marktstand,Renate Messner,72,Mozzarella di Giovanni,4,Dairy Products,27.8,25,24 - 200 g pkgs.,14,Ravenna,1,Speedy Express
